name,address,phone,category,city,url,source
Mzigawa Basic,"Box 510252, eastern Province, Chadiza, Zambia",,,chadiza,https://www.zambiayp.com/company/9202/Mzigawa_Basic,zambiayp.com
Namwela Basic,"Box 520017, eastern Province, Chadiza, Zambia",,,chadiza,https://www.zambiayp.com/company/9183/Namwela_Basic,zambiayp.com
Naviruli Basic,"Box 520093, eastern Province, Chadiza, Zambia",,,chadiza,https://www.zambiayp.com/company/9184/Naviruli_Basic,zambiayp.com
Ngala Basic,"Box 520081, eastern Province, Chadiza, Zambia",,,chadiza,https://www.zambiayp.com/company/9203/Ngala_Basic,zambiayp.com
Nsadzu Basic,"Box 520058, eastern Province, Chadiza, Zambia",,,chadiza,https://www.zambiayp.com/company/9185/Nsadzu_Basic,zambiayp.com
Nsole Basic,"P. Bag 23, eastern Province, Chadiza, Zambia",,,chadiza,https://www.zambiayp.com/company/9204/Nsole_Basic,zambiayp.com
Sinalo Basic,"Box 520027, eastern Province, Chadiza, Zambia",,,chadiza,https://www.zambiayp.com/company/9186/Sinalo_Basic,zambiayp.com
Tafelansoni Basic,"Box 520017, eastern Province, Chadiza, Zambia",,,chadiza,https://www.zambiayp.com/company/9187/Tafelansoni_Basic,zambiayp.com
Tikondane Basic,"Box 520049, eastern Province, Chadiza, Zambia",,,chadiza,https://www.zambiayp.com/company/9188/Tikondane_Basic,zambiayp.com
Zemba Basic,"Box 520049, eastern Province, Chadiza, Zambia",,,chadiza,https://www.zambiayp.com/company/9189/Zemba_Basic,zambiayp.com
Zozwe Basic,"Box 51818, eastern Province, Chadiza, Zambia",,,chadiza,https://www.zambiayp.com/company/9207/Zozwe_Basic,zambiayp.com
vebnest.com,"nil, Chama, Zambia",,,chama,https://www.zambiayp.com/company/16210/vebnestcom,zambiayp.com
Instant Bulk Smtp,"Ahuchapan hdj789, Chama, Zambia",,,chama,https://www.zambiayp.com/company/17258/instant-bulk-smtp,zambiayp.com
Great chances to make much money from HYIP website,"chama street, Zambia",,,chama,https://www.zambiayp.com/company/17422/Great_chances_to_make_much_money_from_HYIP_website,zambiayp.com
Lingstones Milling Company Limited,"Old Police, Plot Number 95, Chama, Zambia",,,chama,https://www.zambiayp.com/company/17465/Lingstones_Milling_Company_Limited,zambiayp.com
National Savings & Credit Bank,"P.O.Box 540083, Chama, Zambia",,,chama,https://www.zambiayp.com/company/7137/National_Savings_Credit_Bank,zambiayp.com
Catholic Church,"Box 540004, Chama, Zambia",,,chama,https://www.zambiayp.com/company/7968/Catholic_Church,zambiayp.com
Chama Women Development Association,"Chama, Zambia",,,chama,https://www.zambiayp.com/company/12787/Chama_Women_Development_Association,zambiayp.com
Chama District Marketing O-Operative Union LTD,"Chama, Zambia",,,chama,https://www.zambiayp.com/company/13259/Chama_District_Marketing_O_Operative_Union_LTD,zambiayp.com
Chama District Health Board,"Chama, Zambia",,,chama,https://www.zambiayp.com/company/14285/Chama_District_Health_Board,zambiayp.com
Chizya Medical Services,"P.O.Box 540050, Chama, Zambia",,,chama,https://www.zambiayp.com/company/2115/Chizya_Medical_Services,zambiayp.com
Rafik Store,"Chama, Zambia",,,chama,https://www.zambiayp.com/company/3099/Rafik_Store,zambiayp.com
Zambia Postal Corporation,"Chama, Zambia",,,chama,https://www.zambiayp.com/company/2179/Zambia_Postal_Corporation,zambiayp.com
Zambia Telecommunications Company Ltd,"P.O.Box 540185, Chama, Zambia",,,chama,https://www.zambiayp.com/company/4847/Zambia_Telecommunications_Company_Ltd,zambiayp.com
Bambanda,"P.o.box 540049, eastern Province, Chama, Zambia",,,chama,https://www.zambiayp.com/company/9208/Bambanda,zambiayp.com
Bazimu Midd. Basic,"P.o. Box 540049, eastern Province, Chama, Zambia",,,chama,https://www.zambiayp.com/company/9244/Bazimu_Midd_Basic,zambiayp.com
Bilabila,"P.o.box 540049, eastern Province, Chama, Zambia",,,chama,https://www.zambiayp.com/company/9209/Bilabila,zambiayp.com
Buli Open Day,"P.o.box 540015, eastern Province, Chama, Zambia",,,chama,https://www.zambiayp.com/company/9245/Buli_Open_Day,zambiayp.com
Chama Basic,"P.o. Box 540003, eastern Province, Chama, Zambia",,,chama,https://www.zambiayp.com/company/9210/Chama_Basic,zambiayp.com
Chibale Open Day,"P.o.box 540049, eastern Province, Chama, Zambia",,,chama,https://www.zambiayp.com/company/9211/Chibale_Open_Day,zambiayp.com
Chikontha,"P.o.box 540049, eastern Province, Chama, Zambia",,,chama,https://www.zambiayp.com/company/9212/Chikontha,zambiayp.com
Chili,"Box 540049, eastern Province, Chama, Zambia",,,chama,https://www.zambiayp.com/company/9213/Chili,zambiayp.com
Chilubanama,"P.o.box 540049, eastern Province, Chama, Zambia",,,chama,https://www.zambiayp.com/company/9214/Chilubanama,zambiayp.com
Chimilila.,"P.o.box 540049, eastern Province, Chama, Zambia",,,chama,https://www.zambiayp.com/company/9215/Chimilila,zambiayp.com
Chinji L. Basic,"P.o. Box 540049, eastern Province, Chama, Zambia",,,chama,https://www.zambiayp.com/company/9216/Chinji_L_Basic,zambiayp.com
Chifunda,"Box 540049, eastern Province, Chama, Zambia",,,chama,https://www.zambiayp.com/company/9246/Chifunda,zambiayp.com
Chigoma Midd. Basic,"Box 540049, eastern Province, Chama, Zambia",,,chama,https://www.zambiayp.com/company/9247/Chigoma_Midd_Basic,zambiayp.com
Chimphamba,"P.o. Box 540036, eastern Province, Chama, Zambia",,,chama,https://www.zambiayp.com/company/9249/Chimphamba,zambiayp.com
Chingozi Open Basic,"Box 540049, eastern Province, Chama, Zambia",,,chama,https://www.zambiayp.com/company/9250/Chingozi_Open_Basic,zambiayp.com
Chitheba Basic,"P.o. Box 540019, eastern Province, Chama, Zambia",,,chama,https://www.zambiayp.com/company/9251/Chitheba_Basic,zambiayp.com
Chitukula Mb,"Box 540027, eastern Province, Chama, Zambia",,,chama,https://www.zambiayp.com/company/9252/Chitukula_Mb,zambiayp.com
Dungulungu,"P.o. Box 540012, eastern Province, Chama, Zambia",,,chama,https://www.zambiayp.com/company/9217/Dungulungu,zambiayp.com
Gombe Lower Basic,"P.o.box 540049, eastern Province, Chama, Zambia",,,chama,https://www.zambiayp.com/company/9218/Gombe_Lower_Basic,zambiayp.com
Kabanjira,"P.o. Box 540049, eastern Province, Chama, Zambia",,,chama,https://www.zambiayp.com/company/9219/Kabanjira,zambiayp.com
Kabele Middle,"Box 540049, eastern Province, Chama, Zambia",,,chama,https://www.zambiayp.com/company/9253/Kabele_Middle,zambiayp.com
Kakoma Midd. Basic,"P.o.box 540049, eastern Province, Chama, Zambia",,,chama,https://www.zambiayp.com/company/9220/Kakoma_Midd_Basic,zambiayp.com
Kalasa,"Box 540049, eastern Province, Chama, Zambia",,,chama,https://www.zambiayp.com/company/9254/Kalasa,zambiayp.com
Kalovya,"P.o.box 540039, eastern Province, Chama, Zambia",,,chama,https://www.zambiayp.com/company/9255/Kalovya,zambiayp.com
Kambombo Basic,"P.o. Box 540064, eastern Province, Chama, Zambia",,,chama,https://www.zambiayp.com/company/9221/Kambombo_Basic,zambiayp.com
Kambowe,"Box 540049, eastern Province, Chama, Zambia",,,chama,https://www.zambiayp.com/company/9222/Kambowe,zambiayp.com
Kamfutu,"Box 540049, eastern Province, Chama, Zambia",,,chama,https://www.zambiayp.com/company/9223/Kamfutu,zambiayp.com
Kamphemba,"P.o.box 540049, eastern Province, Chama, Zambia",,,chama,https://www.zambiayp.com/company/9224/Kamphemba,zambiayp.com
Kapalankonje,"Box 540014, eastern Province, Chama, Zambia",,,chama,https://www.zambiayp.com/company/9225/Kapalankonje,zambiayp.com
Kapembe,"Box 540049, eastern Province, Chama, Zambia",,,chama,https://www.zambiayp.com/company/9226/Kapembe,zambiayp.com
Kapichila-senga,"P.o. Box 540094, eastern Province, Chama, Zambia",,,chama,https://www.zambiayp.com/company/9256/Kapichila_senga,zambiayp.com
Kasangani,"P.o.box 540049, eastern Province, Chama, Zambia",,,chama,https://www.zambiayp.com/company/9227/Kasangani,zambiayp.com
Kasempwe,"P.o. Box 540049, eastern Province, Chama, Zambia",,,chama,https://www.zambiayp.com/company/9228/Kasempwe,zambiayp.com
Katangalika.,"P.o.box 540013, eastern Province, Chama, Zambia",,,chama,https://www.zambiayp.com/company/9229/Katangalika,zambiayp.com
Katete,"P.o.box 540049, eastern Province, Chama, Zambia",,,chama,https://www.zambiayp.com/company/9230/Katete,zambiayp.com
Kombazi,"P.o. Box 540049, eastern Province, Chama, Zambia",,,chama,https://www.zambiayp.com/company/9231/Kombazi,zambiayp.com
Lindu,"P.o. Box 540049, eastern Province, Chama, Zambia",,,chama,https://www.zambiayp.com/company/9232/Lindu,zambiayp.com
Luvila,"Box 540049, eastern Province, Chama, Zambia",,,chama,https://www.zambiayp.com/company/9259/Luvila,zambiayp.com
Mabinga Midd Basic,"P.o. Box 540020, eastern Province, Chama, Zambia",,,chama,https://www.zambiayp.com/company/9260/Mabinga_Midd_Basic,zambiayp.com
Manthepa,"P.o. Box 540086, eastern Province, Chama, Zambia",,,chama,https://www.zambiayp.com/company/9233/Manthepa,zambiayp.com
Mangwere,"P.o. Box 540049, eastern Province, Chama, Zambia",,,chama,https://www.zambiayp.com/company/9262/Mangwere,zambiayp.com
Mphyana Kunda,"Box 540049, eastern Province, Chama, Zambia",,,chama,https://www.zambiayp.com/company/9234/Mphyana_Kunda,zambiayp.com
Mulilo,"P.o.box 540049, eastern Province, Chama, Zambia",,,chama,https://www.zambiayp.com/company/9235/Mulilo,zambiayp.com
Mundalanga,"P.o.box 540016, eastern Province, Chama, Zambia",,,chama,https://www.zambiayp.com/company/9263/Mundalanga,zambiayp.com
Mutembwa,"P.o.box 540049, eastern Province, Chama, Zambia",,,chama,https://www.zambiayp.com/company/9264/Mutembwa,zambiayp.com
Mwalala,"P.o.box 540087, eastern Province, Chama, Zambia",,,chama,https://www.zambiayp.com/company/9236/Mwalala,zambiayp.com
Mwanda,"P.o.box 540049, eastern Province, Chama, Zambia",,,chama,https://www.zambiayp.com/company/9237/Mwanda,zambiayp.com
Mwimba Lower Basic,"P.o.box 540049, eastern Province, Chama, Zambia",,,chama,https://www.zambiayp.com/company/9238/Mwimba_Lower_Basic,zambiayp.com
N'ganjo,"P.o.box 540049, eastern Province, Chama, Zambia",,,chama,https://www.zambiayp.com/company/9240/Nganjo,zambiayp.com
Nkhanga Lower,"Box 540049, eastern Province, Chama, Zambia",,,chama,https://www.zambiayp.com/company/9241/Nkhanga_Lower,zambiayp.com
Nkhoka,"Box 540018, eastern Province, Chama, Zambia",,,chama,https://www.zambiayp.com/company/9265/Nkhoka,zambiayp.com
Nthonkho,"P.o. Box 540046, eastern Province, Chama, Zambia",,,chama,https://www.zambiayp.com/company/9242/Nthonkho,zambiayp.com
Pondo Midd Basic,"P.o. Box 540049, eastern Province, Chama, Zambia",,,chama,https://www.zambiayp.com/company/9266/Pondo_Midd_Basic,zambiayp.com
Sitwe Midd. Basic,"P.o.box 540048, eastern Province, Chama, Zambia",,,chama,https://www.zambiayp.com/company/9243/Sitwe_Midd_Basic,zambiayp.com
Zebe Midd Basic,"Box 540049, eastern Province, Chama, Zambia",,,chama,https://www.zambiayp.com/company/9267/Zebe_Midd_Basic,zambiayp.com
Zoole,"P.o. Box 540045, eastern Province, Chama, Zambia",,,chama,https://www.zambiayp.com/company/9268/Zoole,zambiayp.com
Mass Mail Servers,"Missouri, Saint Louis, United States Of America,, Chibombo, Zambia",,,chibombo,https://www.zambiayp.com/company/18534/Mass_Mail_Servers,zambiayp.com
MUNDUSIMA FARMS LIMITED,"CHIBOMBO, CENTRAL PROVINCE, Zambia",,,chibombo,https://www.zambiayp.com/company/18844/MUNDUSIMA_FARMS_LIMITED,zambiayp.com
Pharmaco company ltd,"choma, Chibombo, Zambia",,,chibombo,https://www.zambiayp.com/company/17602/pharmaco_company_ltd,zambiayp.com
Fungai Education Centre,"Lot 21988/M Kabangwe East,P.O.Box 330030,Lusaka., Chibombo, Zambia",,,chibombo,https://www.zambiayp.com/company/18670/Fungai_Education_Centre,zambiayp.com
Kafushi High School,"Box 80849, Kabwe, Chibombo, Zambia",,,chibombo,https://www.zambiayp.com/company/7507/Kafushi_High_School,zambiayp.com
Chibombo District Council,"Chibombo, Zambia",,,chibombo,https://www.zambiayp.com/company/13529/Chibombo_District_Council,zambiayp.com
Chibombo Hardware,"Chibombo, Zambia",,,chibombo,https://www.zambiayp.com/company/6626/Chibombo_Hardware,zambiayp.com
MT Zion Christian Academy,"Chibombo, Zambia",,,chibombo,https://www.zambiayp.com/company/13192/MT_Zion_Christian_Academy,zambiayp.com
Pac Investments,"Chibombo, Zambia",,,chibombo,https://www.zambiayp.com/company/1236/Pac_Investments,zambiayp.com
Pac Guest House,"Chibombo, Zambia",,,chibombo,https://www.zambiayp.com/company/3612/Pac_Guest_House,zambiayp.com
World Vision Keembe (ADP),"Chibombo, Zambia",,,chibombo,https://www.zambiayp.com/company/13193/World_Vision_Keembe_ADP,zambiayp.com
Banani Primary,"Box 3 Fringilla, Central Province, Chibombo, Zambia",,,chibombo,https://www.zambiayp.com/company/8364/Banani_Primary,zambiayp.com
Chilochabalenje,"Box 80246, lusaka Province, Chibombo, Zambia",,,chibombo,https://www.zambiayp.com/company/8405/Chilochabalenje,zambiayp.com
Chibombo Basi,"Box 49, lusaka Province, Chibombo, Zambia",,,chibombo,https://www.zambiayp.com/company/8430/Chibombo_Basi,zambiayp.com
Kabangwe,"Box 820029, Central Province, Chibombo, Zambia",,,chibombo,https://www.zambiayp.com/company/12631/Kabangwe,zambiayp.com
Kalebuka,"P.o. Box 50, central Province, Chibombo, Zambia",,,chibombo,https://www.zambiayp.com/company/12624/Kalebuka,zambiayp.com
Kamulobwe,"Co Kalwelwe, Box 80064, Central Province, Chibombo, Zambia",,,chibombo,https://www.zambiayp.com/company/12625/Kamulobwe,zambiayp.com
Lyansa Community,"Box 49, Central Province, Chibombo, Zambia",,,chibombo,https://www.zambiayp.com/company/12626/Lyansa_Community,zambiayp.com
Malombe,"Box 71, central Province, Chibombo, Zambia",,,chibombo,https://www.zambiayp.com/company/8389/Malombe,zambiayp.com
Muamuyamba,"Box 76, Central Province, Chibombo, Zambia",,,chibombo,https://www.zambiayp.com/company/12628/Muamuyamba,zambiayp.com
Mufwambe,"Box 36, lusaka Province, Chibombo, Zambia",,,chibombo,https://www.zambiayp.com/company/8449/Mufwambe,zambiayp.com
Mukalashi,"Box 70, lusaka Provine, Chibombo, Zambia",,,chibombo,https://www.zambiayp.com/company/8450/Mukalashi,zambiayp.com
Mululu,"Box 55 Fringilla, Central Province, Chibombo, Zambia",,,chibombo,https://www.zambiayp.com/company/12629/Mululu,zambiayp.com
Muswishi Agro,"Box 247, central Province, Chibombo, Zambia",,,chibombo,https://www.zambiayp.com/company/8398/Muswishi_Agro,zambiayp.com
Nachiyaba,"Box 93, lusaka Province, Chibombo, Zambia",,,chibombo,https://www.zambiayp.com/company/8456/Nachiyaba,zambiayp.com
Nkala Community,"Box 80246, Central Province, Chibombo, Zambia",,,chibombo,https://www.zambiayp.com/company/12630/Nkala_Community,zambiayp.com
Shampande,"Box 72, lusaka Province, Chibombo, Zambia",,,chibombo,https://www.zambiayp.com/company/8461/Shampande,zambiayp.com
Shimukuni M.b,"Pb2, lusaka Province, Chibombo, Zambia",,,chibombo,https://www.zambiayp.com/company/8463/Shimukuni_Mb,zambiayp.com
1croreprojects,"vadapalani, chennai, Chiengi, Zambia",,,chiengi,https://www.zambiayp.com/company/17448/1croreprojects,zambiayp.com
Edville Investments Limited,"Plot 4080 Chingola Central, Zambia",,,chingola,https://www.zambiayp.com/company/17814/Edville_Investments_Limited,zambiayp.com
Ntanda Ventures Ltd,"plot 18, Musenga, Chingola, Zambia",,,chingola,https://www.zambiayp.com/company/17537/Ntanda_Ventures_Ltd,zambiayp.com
eXplosion1,"Kitwe/Chingola & Solwezi. Main Branch 106 Bwafwano House, Kwacha Street, Town Centre, Zambia",,,chingola,https://www.zambiayp.com/company/16281/eXplosion1,zambiayp.com
Rehoboth Youth Organisation,"83 Dominic Moomba Ave, Stage 3, Lulamba T/Ship, Chingola, Zambia",,,chingola,https://www.zambiayp.com/company/17953/Rehoboth_Youth_Organisation,zambiayp.com
KopalaJamz Dot Com,"Sichula Road, Chingola, Zambia",,,chingola,https://www.zambiayp.com/company/18137/KopalaJamz_Dot_Com,zambiayp.com
Revorozambia,"57 muluwe, kabundi south, Chingola, Zambia",,,chingola,https://www.zambiayp.com/company/18443/Revorozambia,zambiayp.com
Zambia National Commercial Bank Chingola Branch,"Kwacha St, Mimbula, P.O.Box 11255, Chingola, Zambia",,,chingola,https://www.zambiayp.com/company/7102/Zambia_National_Commercial_Bank_Chingola_Branch,zambiayp.com
Ideal Mining Services Ltd,"788/M/E, Kalilo Turn Off, Off Solwezi Road, Chingola - Copper Belt Province, Zambia - 500 009",,,chingola,https://www.zambiayp.com/company/18487/Ideal_Mining_Services_Ltd,zambiayp.com
Kcm  Nchanga Trust,"Box 11244, c/belt Province, Chingola, Zambia",,,chingola,https://www.zambiayp.com/company/8862/Kcm_Nchanga_Trust,zambiayp.com
Konkola Copper Mines PLC Nchanga Mine,"Stand M/1408, Fern Avenue, 1 Fern Ave, Chingola, Zambia",,,chingola,https://www.zambiayp.com/company/8334/Konkola_Copper_Mines_PLC_Nchanga_Mine,zambiayp.com
DL media Zambia,"9 ntanda street k East, Chingola, Zambia",,,chingola,https://www.zambiayp.com/company/18819/DL_media_Zambia,zambiayp.com
IBUTE TUTU DRIVING SCHOOL,"ROOM 5 FIRST FLOOR PUMA FILLING STATION BIULDING, Chingola, Zambia",,,chingola,https://www.zambiayp.com/company/18259/IBUTE_TUTU_DRIVING_SCHOOL,zambiayp.com
Up-Front limited Group,"Town center 1653 second floor., Chingola, Zambia",,,chingola,https://www.zambiayp.com/company/17938/Up_Front_limited_Group,zambiayp.com
Apollo Agricultural Holdings Ltd,"P.O.Box 101110, Chingola, Zambia",,,chingola,https://www.zambiayp.com/company/885/Apollo_Agricultural_Holdings_Ltd,zambiayp.com
Bloe Fabrics Zambia,"1361/1 FS  Musonda BLDG Chingola, Zambia",,,chingola,https://www.zambiayp.com/company/18317/Bloe_Fabrics_Zambia,zambiayp.com
FLAGELLUM GEN. SUPPLIERS & CONTRACTORS LTD,"10th street , Chingola, Zambia",,,chingola,https://www.zambiayp.com/company/18757/FLAGELLUM_GEN_SUPPLIERS_CONTRACTORS_LTD,zambiayp.com
Status Hi-tech (z) Ltd,"Plot 4178 9 Solwezi Rd Industrial Area, P.O.Box 11757, Chingola, Zambia",,,chingola,https://www.zambiayp.com/company/5133/Status_Hi_tech_z_Ltd,zambiayp.com
Bulk Mining Explosives,"River Side, Chingola, Zambia",,,chingola,https://www.zambiayp.com/company/4285/Bulk_Mining_Explosives,zambiayp.com
VCG SOFTWARE INK,"Zambia, chingola road nchanga south 1733 station road",,,chingola,https://www.zambiayp.com/company/17524/VCG_SOFTWARE_INK,zambiayp.com
Baba Drilling And Exploration Company Ltd,"Chingola, Zambia",,,chingola,https://www.zambiayp.com/company/6952/Baba_Drilling_And_Exploration_Company_Ltd,zambiayp.com
CCTV ZAMBIA - STEFANTON ELECTRIC,"Chingola, Zambia",,,chingola,https://www.zambiayp.com/company/17973/CCTV_ZAMBIA_STEFANTON_ELECTRIC,zambiayp.com
ZAMBIA INSTITUTE OF MANAGEMENT (ACCOUNTANCY TRAINING COLLEGE),"3RD ST CHINGOLA, Zambia",,,chingola,https://www.zambiayp.com/company/15868/ZAMBIA_INSTITUTE_OF_MANAGEMENT_ACCOUNTANCY_TRAINING_COLLEGE,zambiayp.com
Buffalo Bicycles,"Plot#566, Kabundi North Extension Malile street.Chingola., Plot 566, Kabundi North Extensuon, Malile Street, Zambia",,,chingola,https://www.zambiayp.com/company/17003/Buffalo_Bicycles,zambiayp.com
Data-Core Zambia Limited,"Nchanga North, Chingola, Zambia",,,chingola,https://www.zambiayp.com/company/18021/Data_Core_Zambia_Limited,zambiayp.com
Ibis Solutions,"10th Street Nchanga South, Chingola, Zambia",,,chingola,https://www.zambiayp.com/company/18713/Ibis_Solutions,zambiayp.com
Mercury Couriers Ltd,"Chingola, Zambia",,,chingola,https://www.zambiayp.com/company/1760/Mercury_Couriers_Ltd,zambiayp.com
Sydville Investments LTD,"Nchanga South Town Centre, Chingola, Zambia",,,chingola,https://www.zambiayp.com/company/17609/Sydville_Investments_LTD,zambiayp.com
United Machining Works Ltd,"1869 Solwezi Rd, Light Ind Area, Chingola, Zambia",,,chingola,https://www.zambiayp.com/company/1875/United_Machining_Works_Ltd,zambiayp.com
Rock Anchors Zambia Limited,"82 6th Street, Nchanga South , Chingola, Zambia",,,chingola,https://www.zambiayp.com/company/16353/Rock_Anchors_Zambia_Limited,zambiayp.com
Unified Merchants Ltd,"43 katutwa ,Nchanga Central, Chingola, Zambia",,,chingola,https://www.zambiayp.com/company/1395/Mopani_Copper_Mines_Plc,zambiayp.com
Safari Hive Investment Ltd Company,"74 Muluwe Street, Kabundi South, Chingola, Zambia",,,chingola,https://www.zambiayp.com/company/16387/Safari_Hive_Investment_Ltd_Company,zambiayp.com
Atheneon Limited,"1346/2, Kwacha Street, Chingola, Zambia",,,chingola,https://www.zambiayp.com/company/3271/Atheneon_Ltd,zambiayp.com
Atheneon Engineering Ltd,"Plot 5139, Solwezi Rd, Industrial Area, P.O.Box 10313, Chingola, Zambia",,,chingola,https://www.zambiayp.com/company/6956/Atheneon_Engineering_Ltd,zambiayp.com
Group Five Zambia Limited,"Plot 540 David Kaunda Rd, Light Ind Area, P.O.Box 11294, Chingola, Zambia",,,chingola,https://www.zambiayp.com/company/6923/Group_Five_Zambia_Limited,zambiayp.com
Don Bosco Youth Centre,"Box 11069, Chingola, Zambia",,,chingola,https://www.zambiayp.com/company/15233/Don_Bosco_Youth_Centre,zambiayp.com
Tyre Technocrats Zambia Ltd,"KCM, Chingola, Zambia",,,chingola,https://www.zambiayp.com/company/16267/Tyre_Technocrats_Zambia_Ltd,zambiayp.com
F S Musonda Trading Ltd,"Kwacha St Town Ctr, P.O.Box 10508, Chingola, Zambia",,,chingola,https://www.zambiayp.com/company/2972/F_S_Musonda_Trading_Ltd,zambiayp.com
K & P Business Solution LTD,"Computer systems, software, Chingola, Zambia",,,chingola,https://www.zambiayp.com/company/14429/K_P_Business_Solution_LTD,zambiayp.com
Mukwa Lodge  - Chingola,"73 Mkushi Road, Chingola, Zambia",,,chingola,https://www.zambiayp.com/company/16631/Mukwa_Lodge_Chingola,zambiayp.com
Ntanda Ventures,"33/35 Katutwa Road, P.O. Box: 11014, Chingola, Zambia",,,chingola,https://www.zambiayp.com/company/16897/Ntanda_Ventures,zambiayp.com
